team_episode_return,episode_length,left_player_0,left_player_1,left_player_2,right_player_4,right_player_5,right_player_6,steps,epsilon
-3.1260000000000012,156.0,-1.0020000000000004,-1.0460000000000005,-1.0780000000000007,-1.4730000000000012,-0.7680000000000003,-0.7040000000000001,330000,0.8955
-3.174000000000001,156.0,-1.0020000000000002,-1.0400000000000005,-1.1320000000000003,-0.7730000000000004,-0.06599999999999999,-1.4600000000000009,345000,0.89075
-3.1880000000000015,156.0,-1.0680000000000007,-1.0400000000000005,-1.0800000000000005,-0.7730000000000002,-1.4640000000000009,-1.4240000000000008,360000,0.886
-3.302000000000002,156.0,-1.1400000000000006,-1.0520000000000007,-1.1100000000000008,-0.030000000000000006,-1.4520000000000006,-0.024,375000,0.88125
-3.0580000000000016,156.0,-1.0800000000000005,-0.9200000000000006,-1.0580000000000005,-1.5100000000000011,-0.036,-1.4660000000000006,390000,0.8765000000000001
-3.070000000000001,156.0,-1.0860000000000007,-0.9780000000000003,-1.0060000000000002,-1.492000000000001,-1.4460000000000006,-0.054000000000000006,405000,0.87175
-3.1440000000000015,156.0,-1.0740000000000005,-1.0300000000000007,-1.0400000000000005,-1.486000000000001,-0.06000000000000001,-0.8690000000000003,420000,0.867
-3.112000000000001,156.0,-1.0500000000000003,-0.9960000000000004,-1.0660000000000003,-1.4800000000000009,-0.054000000000000006,-0.7440000000000002,435000,0.86225
-3.1360000000000006,156.0,-1.1340000000000008,-0.9920000000000003,-1.0100000000000005,-0.054000000000000006,-1.4310000000000005,-1.4600000000000009,450000,0.8575
-3.0020000000000016,156.0,-1.0860000000000007,-0.9900000000000002,-0.9260000000000005,-0.7740000000000002,-1.4310000000000007,-1.4600000000000009,465000,0.85275
-3.118000000000001,156.0,-1.0440000000000005,-1.0720000000000005,-1.0020000000000004,-0.024,-1.449000000000001,-1.467000000000001,480000,0.848
-3.0140000000000016,156.0,-1.0200000000000005,-0.9960000000000004,-0.9980000000000006,-0.7030000000000001,-1.4400000000000008,-1.4660000000000009,495000,0.8432499999999999
-3.0160000000000013,156.0,-1.0320000000000005,-0.9880000000000002,-0.9960000000000004,-1.474000000000001,-0.06,-0.7660000000000002,510000,0.8385
-2.966000000000001,156.0,-0.9960000000000004,-0.9720000000000002,-0.9980000000000004,-1.498000000000001,-1.4640000000000009,-1.4840000000000007,525000,0.83375
-3.1060000000000008,156.0,-1.0320000000000005,-1.0040000000000004,-1.0700000000000005,-1.492000000000001,-1.4220000000000008,-0.06000000000000001,540000,0.8290000000000001
-3.1620000000000017,156.0,-1.0560000000000005,-1.0260000000000005,-1.0800000000000007,-1.486000000000001,-0.7230000000000003,-1.4610000000000007,555000,0.8242499999999999
-3.0700000000000016,156.0,-1.0380000000000005,-1.0200000000000007,-1.0120000000000005,-1.498000000000001,-1.4520000000000006,-1.4720000000000009,570000,0.8195
-2.986000000000001,156.0,-1.0140000000000005,-1.0160000000000005,-0.9560000000000004,-1.4970000000000012,-1.4460000000000008,-1.4610000000000007,585000,0.81475
-3.0980000000000016,156.0,-1.0500000000000003,-1.0780000000000005,-0.9700000000000004,-1.485000000000001,-1.4700000000000009,-1.460000000000001,600000,0.81
-3.064000000000001,156.0,-1.0320000000000005,-1.0660000000000003,-0.9660000000000004,-1.498000000000001,-0.7800000000000002,-0.029000000000000005,615000,0.80525
-3.208000000000002,156.0,-1.0800000000000003,-1.0540000000000005,-1.0740000000000005,-0.054000000000000006,-0.06899999999999999,-1.4540000000000008,630000,0.8005
-3.146000000000002,156.0,-1.1280000000000006,-1.0560000000000005,-0.9620000000000004,-1.498000000000001,-1.4520000000000006,-1.4660000000000006,645000,0.7957500000000001
-3.068000000000001,156.0,-1.0200000000000007,-0.9940000000000004,-1.0540000000000003,-0.024,-0.7680000000000002,-0.036000000000000004,660000,0.791
-3.184000000000001,156.0,-1.1340000000000008,-1.0060000000000007,-1.0440000000000005,-1.4800000000000009,-1.4520000000000006,-0.06500000000000002,675000,0.78625
-3.144000000000002,156.0,-1.0980000000000005,-1.0340000000000003,-1.0120000000000002,-1.4740000000000009,-1.4280000000000006,-1.4420000000000008,690000,0.7815
-3.0740000000000016,156.0,-1.1100000000000005,-0.9620000000000004,-1.0020000000000004,-0.07200000000000002,-1.4700000000000009,-1.4720000000000006,705000,0.77675
-3.0000000000000018,156.0,-1.0740000000000007,-0.8840000000000003,-1.0420000000000003,-1.4800000000000009,-1.4340000000000006,-0.7680000000000003,720000,0.772
-2.9940000000000015,156.0,-1.0080000000000005,-0.9540000000000003,-1.0320000000000005,-0.039,-0.036,-1.4780000000000009,735000,0.76725
-3.1040000000000014,156.0,-1.0380000000000007,-0.9820000000000005,-1.0840000000000007,-1.4800000000000009,-1.4580000000000006,-1.4840000000000007,750000,0.7625
-3.0500000000000016,156.0,-1.0140000000000005,-0.9740000000000002,-1.0620000000000005,-0.6910000000000002,-1.4520000000000008,-0.596,765000,0.75775
-3.0040000000000013,156.0,-0.9780000000000003,-1.0520000000000005,-0.9740000000000004,-0.7150000000000002,-0.03,-1.4660000000000009,780000,0.753
-3.1600000000000015,156.0,-1.0440000000000005,-1.0720000000000005,-1.0440000000000007,-1.486000000000001,-1.4640000000000009,-1.4720000000000009,795000,0.74825
-3.1920000000000015,156.0,-1.0260000000000005,-1.0820000000000003,-1.0840000000000003,-1.492000000000001,-0.7830000000000003,-0.084,810000,0.7435
-3.024000000000002,156.0,-1.0620000000000005,-0.9580000000000004,-1.0040000000000004,-1.486000000000001,-1.4340000000000006,-0.7350000000000003,825000,0.73875
-3.1560000000000015,156.0,-1.0980000000000008,-1.0620000000000005,-0.9960000000000004,-1.5040000000000011,-0.7890000000000003,-0.6920000000000001,840000,0.734
-3.1260000000000012,156.0,-1.0020000000000004,-1.0620000000000007,-1.0620000000000007,-1.485000000000001,-1.4220000000000006,-1.4780000000000006,855000,0.7292500000000001
-3.1460000000000017,156.0,-1.0500000000000005,-1.0780000000000005,-1.0180000000000002,-1.486000000000001,-0.051000000000000004,-0.076,870000,0.7245
-3.1140000000000017,156.0,-1.0380000000000005,-0.9940000000000004,-1.0820000000000007,-1.486000000000001,-0.7440000000000003,-1.4660000000000009,885000,0.7197500000000001
-2.9940000000000007,156.0,-0.9480000000000004,-1.0620000000000007,-0.9840000000000003,-1.4850000000000008,-1.4580000000000006,-1.4600000000000009,900000,0.715
-3.094000000000001,156.0,-1.0560000000000005,-1.0220000000000005,-1.0160000000000005,-0.042,-1.4640000000000009,-0.8170000000000002,915000,0.71025
-2.9340000000000015,156.0,-1.0380000000000003,-0.9020000000000004,-0.9940000000000004,-1.4680000000000009,-1.4340000000000008,-1.4540000000000006,930000,0.7055
-3.2140000000000013,156.0,-1.1160000000000003,-1.0620000000000005,-1.0360000000000003,-0.066,-1.4520000000000008,-0.7810000000000002,945000,0.7007500000000001
-3.0980000000000016,156.0,-1.0020000000000002,-1.0280000000000005,-1.0680000000000005,-1.491000000000001,-0.7590000000000005,-0.048,960000,0.696
-3.0480000000000014,156.0,-1.0740000000000005,-0.9940000000000004,-0.9800000000000004,-1.486000000000001,-0.05700000000000001,-0.07200000000000001,975000,0.69125
-2.2840000000000016,156.0,-0.7380000000000004,-0.6840000000000003,-0.8620000000000004,-0.08600000000000002,-0.084,-1.5250000000000008,990000,0.6865
-3.0640000000000014,156.0,-0.9840000000000003,-1.0500000000000003,-1.0300000000000005,-0.8080000000000002,-0.081,-1.4730000000000005,1005000,0.6817500000000001
-3.036000000000002,156.0,-1.0320000000000007,-1.0060000000000004,-0.9980000000000004,-0.7600000000000001,-1.4460000000000006,-1.4600000000000009,1020000,0.6769999999999999
-3.1780000000000017,156.0,-1.1040000000000005,-1.0300000000000007,-1.0440000000000005,-0.8660000000000003,-1.4340000000000008,-0.07800000000000001,1035000,0.67225
-3.1200000000000014,156.0,-1.0260000000000002,-1.0180000000000002,-1.0760000000000005,-1.492000000000001,-1.4400000000000008,-1.4540000000000008,1050000,0.6675
-3.0860000000000016,156.0,-1.0740000000000005,-0.9740000000000005,-1.0380000000000005,-1.474000000000001,-1.4640000000000009,-1.4660000000000006,1065000,0.6627500000000001
-3.000000000000001,156.0,-0.9840000000000003,-0.9560000000000004,-1.0600000000000005,-1.486000000000001,-1.4460000000000008,-1.4540000000000006,1080000,0.658
-3.068000000000002,156.0,-1.0260000000000005,-1.0360000000000007,-1.0060000000000004,-0.06,-0.7260000000000004,-0.054000000000000006,1095000,0.65325
-3.2140000000000013,156.0,-1.2000000000000006,-1.0260000000000005,-0.9880000000000004,-1.4680000000000009,-0.036,-1.454000000000001,1110000,0.6485
-3.1020000000000016,156.0,-1.0980000000000005,-1.0180000000000005,-0.9860000000000003,-1.486000000000001,-1.4280000000000006,-1.449000000000001,1125000,0.64375
-3.066000000000001,156.0,-1.0200000000000005,-1.0200000000000005,-1.0260000000000005,-1.498000000000001,-1.4580000000000009,-1.4600000000000009,1140000,0.639
-3.104000000000002,156.0,-1.0260000000000005,-0.9860000000000003,-1.0920000000000005,-1.4560000000000008,-1.4460000000000006,-1.4840000000000007,1155000,0.63425
-3.192000000000001,156.0,-1.0080000000000005,-1.1100000000000005,-1.0740000000000005,-0.7490000000000002,-0.048,-0.030000000000000006,1170000,0.6295000000000001
-3.1380000000000012,156.0,-1.0620000000000007,-1.0400000000000005,-1.0360000000000007,-0.06100000000000001,-0.084,-1.4540000000000006,1185000,0.62475
-3.0920000000000014,156.0,-1.0560000000000005,-0.9980000000000004,-1.0380000000000003,-0.7390000000000002,-0.06599999999999999,-1.4420000000000006,1200000,0.62
-3.1360000000000015,156.0,-1.0980000000000003,-1.0160000000000005,-1.0220000000000002,-1.485000000000001,-1.4250000000000007,-1.4720000000000006,1215000,0.61525
-3.1340000000000012,156.0,-1.0800000000000005,-1.0180000000000005,-1.0360000000000003,-0.8400000000000002,-1.4580000000000006,-0.036000000000000004,1230000,0.6105
-3.1360000000000015,156.0,-1.0380000000000007,-1.0180000000000005,-1.0800000000000005,-1.491000000000001,-1.4520000000000006,-1.4840000000000007,1245000,0.60575
-3.1340000000000012,156.0,-1.0920000000000003,-1.0420000000000003,-1.0000000000000004,-1.4800000000000009,-1.4370000000000007,-1.4780000000000006,1260000,0.6010000000000001
-3.1300000000000017,156.0,-1.0980000000000003,-1.0060000000000002,-1.0260000000000005,-0.6750000000000002,-1.4460000000000006,-0.036000000000000004,1275000,0.59625
-3.0580000000000016,156.0,-1.0620000000000005,-0.9680000000000003,-1.0280000000000002,-1.492000000000001,-1.4280000000000008,-0.7420000000000001,1290000,0.5915
-3.1660000000000013,156.0,-1.0560000000000007,-1.0440000000000005,-1.0660000000000003,-1.492000000000001,-0.7470000000000002,-1.4660000000000006,1305000,0.58675
-3.208000000000002,156.0,-1.1220000000000006,-1.0540000000000005,-1.0320000000000005,-1.486000000000001,-1.4580000000000006,-0.4530000000000002,1320000,0.5820000000000001
-3.1580000000000017,156.0,-1.1100000000000005,-1.0040000000000004,-1.0440000000000003,-0.7720000000000001,-1.4640000000000009,-0.042,1335000,0.5772499999999999
-3.118000000000001,156.0,-1.0320000000000005,-1.0780000000000005,-1.0080000000000005,-0.7900000000000004,-1.4520000000000006,-1.4600000000000009,1350000,0.5725
-3.1400000000000015,156.0,-1.0620000000000007,-1.0300000000000005,-1.0480000000000005,-0.06200000000000001,-0.078,-1.4660000000000006,1365000,0.56775
-3.088000000000002,156.0,-1.0680000000000005,-1.0340000000000003,-0.9860000000000004,-0.8570000000000002,-1.4490000000000005,-1.4780000000000009,1380000,0.5630000000000001
-3.1420000000000012,156.0,-1.0740000000000005,-1.0420000000000005,-1.0260000000000005,-0.7870000000000003,-0.7320000000000003,-0.7940000000000003,1395000,0.5582499999999999
-3.0420000000000016,156.0,-1.0500000000000005,-0.9860000000000004,-1.0060000000000004,-1.5040000000000011,-1.4550000000000007,-0.7180000000000002,1410000,0.5535
-3.1840000000000015,156.0,-1.0740000000000005,-1.0580000000000003,-1.0520000000000007,-1.5030000000000012,-1.4460000000000008,-1.4600000000000009,1425000,0.54875
-3.2200000000000015,156.0,-1.1280000000000006,-1.0180000000000005,-1.0740000000000005,-1.4680000000000013,-1.4580000000000006,-1.4780000000000006,1440000,0.544
-3.066000000000001,156.0,-1.0440000000000005,-1.0200000000000002,-1.0020000000000002,-1.462000000000001,-1.4490000000000007,-1.4610000000000007,1455000,0.53925
-3.0360000000000014,156.0,-1.0740000000000005,-0.9840000000000003,-0.9780000000000003,-1.467000000000001,-1.0950000000000006,-1.4600000000000009,1470000,0.5345
-2.998000000000001,156.0,-1.0680000000000007,-0.9460000000000004,-0.9840000000000007,-0.7710000000000002,-0.08700000000000001,-1.5190000000000006,1485000,0.5297499999999999
-3.1040000000000014,156.0,-1.0980000000000003,-1.0020000000000002,-1.0040000000000004,-1.450000000000001,-1.4310000000000007,-1.4610000000000007,1500000,0.525
-2.902000000000001,156.0,-0.9840000000000005,-0.9360000000000003,-0.9820000000000004,-0.8150000000000004,-1.4580000000000006,-0.08,1515000,0.52025
-3.008000000000001,156.0,-0.9960000000000004,-1.0020000000000004,-1.0100000000000005,-0.05600000000000001,-0.7380000000000003,-1.4720000000000009,1530000,0.5155
-3.2100000000000017,156.0,-1.0320000000000003,-1.0580000000000005,-1.1200000000000006,-1.498000000000001,-0.054000000000000006,-1.4540000000000008,1545000,0.51075
-3.132000000000001,156.0,-1.0800000000000005,-1.0520000000000003,-1.0000000000000004,-0.06700000000000002,-1.4460000000000008,-1.4600000000000009,1560000,0.506
-3.0220000000000016,156.0,-0.9900000000000005,-1.0820000000000003,-0.9500000000000004,-1.474000000000001,-1.4400000000000006,-1.4720000000000009,1575000,0.50125
-3.110000000000001,156.0,-0.9720000000000006,-1.0800000000000005,-1.0580000000000003,-1.4920000000000013,-0.7200000000000003,-1.4600000000000009,1590000,0.49649999999999994
-3.0860000000000016,156.0,-1.0680000000000005,-0.9600000000000005,-1.0580000000000005,-1.486000000000001,-1.4580000000000006,-1.4660000000000009,1605000,0.49174999999999996
-3.208000000000001,156.0,-1.0680000000000005,-1.0520000000000007,-1.0880000000000003,-1.4790000000000012,-1.4340000000000006,-0.06600000000000002,1620000,0.48699999999999993
-3.1420000000000017,156.0,-1.0860000000000007,-0.9860000000000007,-1.0700000000000003,-1.468000000000001,-1.4340000000000008,-1.4600000000000009,1635000,0.48224999999999996
-3.116000000000001,156.0,-1.1100000000000005,-0.8500000000000005,-1.1560000000000006,0.06399999999999995,-0.6030000000000004,-1.3630000000000007,1650000,0.4774999999999999
-3.0780000000000016,156.0,-1.1160000000000005,-0.9960000000000004,-0.9660000000000002,-0.037,-0.06000000000000001,-1.4420000000000008,1665000,0.47274999999999995
-3.0320000000000014,156.0,-1.0140000000000007,-1.0160000000000005,-1.0020000000000004,-0.8080000000000002,-0.7470000000000003,-1.4720000000000009,1680000,0.4679999999999999
-3.1460000000000017,156.0,-1.0680000000000005,-1.0400000000000005,-1.0380000000000007,-1.4730000000000012,-1.4400000000000008,-1.4720000000000009,1695000,0.46325
-3.030000000000001,156.0,-1.0140000000000005,-0.9480000000000004,-1.0680000000000005,-1.4730000000000012,-1.4400000000000008,-1.4780000000000009,1710000,0.4585
-3.0980000000000016,156.0,-1.0020000000000002,-1.0380000000000005,-1.0580000000000005,-0.048,-1.4280000000000008,-1.4540000000000008,1725000,0.45375
-3.1080000000000014,156.0,-1.0980000000000008,-0.9840000000000002,-1.0260000000000005,-0.06600000000000002,-1.4490000000000005,-1.4610000000000007,1740000,0.449
-3.1100000000000017,156.0,-1.0740000000000005,-1.0000000000000004,-1.0360000000000007,-0.048,-1.4460000000000008,-1.4780000000000009,1755000,0.44425
-3.064000000000001,156.0,-1.0020000000000002,-1.0520000000000005,-1.0100000000000002,-1.492000000000001,-1.4460000000000006,-1.4780000000000006,1770000,0.4395
-3.1600000000000015,156.0,-1.0740000000000003,-1.0680000000000005,-1.0180000000000002,-0.6880000000000003,-1.4580000000000006,-1.4780000000000006,1785000,0.43474999999999997
-3.026000000000001,156.0,-1.0920000000000005,-0.9460000000000004,-0.9880000000000004,-0.048,-0.069,-1.4490000000000007,1800000,0.43
-2.998000000000001,156.0,-1.0020000000000002,-0.9800000000000004,-1.0160000000000005,-1.474000000000001,-1.4400000000000008,-1.4840000000000007,1815000,0.42524999999999996
-3.1620000000000017,156.0,-1.0680000000000005,-1.0720000000000005,-1.0220000000000007,-0.7530000000000002,-1.4550000000000007,-1.467000000000001,1830000,0.4205
-3.022000000000001,156.0,-0.9960000000000004,-0.9780000000000003,-1.0480000000000005,-1.4920000000000013,-1.4460000000000006,-1.4600000000000006,1845000,0.41574999999999995
-3.248000000000002,156.0,-1.1160000000000005,-1.0520000000000003,-1.0800000000000005,-1.492000000000001,-1.4580000000000006,-1.4720000000000009,1860000,0.411
-3.2680000000000016,156.0,-1.0680000000000005,-1.1300000000000006,-1.0700000000000007,-1.486000000000001,-1.4520000000000008,-0.7750000000000002,1875000,0.40624999999999994
-3.022000000000001,156.0,-1.0200000000000007,-0.9920000000000005,-1.0100000000000002,-1.492000000000001,-0.041999999999999996,-1.4600000000000006,1890000,0.40149999999999997
-3.048000000000001,156.0,-1.0740000000000007,-0.9960000000000004,-0.9780000000000003,-0.048,-1.4700000000000009,-1.4720000000000009,1905000,0.39675
-3.1300000000000017,156.0,-1.0260000000000005,-1.0760000000000005,-1.0280000000000005,-1.492000000000001,-1.4520000000000006,-1.4660000000000009,1920000,0.39199999999999996
-3.1720000000000015,156.0,-1.0680000000000003,-1.0220000000000002,-1.0820000000000005,-0.804,-0.7140000000000003,-0.04,1935000,0.38725
-3.098000000000001,156.0,-1.1580000000000008,-0.9520000000000003,-0.9880000000000007,-0.784,-0.6990000000000003,-1.4780000000000006,1950000,0.38249999999999995
-3.1500000000000012,156.0,-1.0980000000000005,-0.9920000000000003,-1.0600000000000005,-0.68,-0.015,-1.4610000000000007,1965000,0.37775
-3.0640000000000014,156.0,-0.9960000000000004,-1.0560000000000005,-1.0120000000000005,-0.7430000000000003,-1.4640000000000009,-1.4780000000000006,1980000,0.37299999999999994
-3.206000000000001,156.0,-1.1100000000000005,-1.0540000000000005,-1.0420000000000005,-0.7000000000000004,-0.7290000000000003,-0.07200000000000001,1995000,0.36824999999999997
-3.1340000000000012,156.0,-1.0260000000000005,-1.0220000000000005,-1.0860000000000007,-1.498000000000001,-1.4580000000000006,-0.036000000000000004,2010000,0.36349999999999993
-3.170000000000001,156.0,-1.0920000000000005,-1.0520000000000007,-1.0260000000000005,-1.4680000000000009,-1.4400000000000006,-0.042,2025000,0.35874999999999996
-3.1560000000000015,156.0,-1.0800000000000003,-1.0240000000000005,-1.0520000000000003,-0.048,-1.4550000000000007,-1.4840000000000007,2040000,0.3539999999999999
-3.0980000000000016,156.0,-1.0980000000000005,-1.0160000000000005,-0.9840000000000003,-1.5040000000000011,-1.4580000000000006,-1.4780000000000006,2055000,0.34924999999999995
-3.0160000000000013,156.0,-0.9780000000000003,-0.9820000000000004,-1.0560000000000005,-0.7940000000000003,-1.4640000000000009,-1.4780000000000009,2070000,0.34450000000000003
-3.0000000000000013,156.0,-1.1100000000000005,-0.9400000000000006,-0.9500000000000004,-1.492000000000001,-0.041999999999999996,-0.7270000000000001,2085000,0.33975
-3.2180000000000013,156.0,-1.0980000000000008,-1.0660000000000005,-1.0540000000000005,-0.6890000000000001,-1.4580000000000006,-1.4790000000000008,2100000,0.335
-3.1300000000000012,156.0,-1.0440000000000005,-1.0220000000000007,-1.0640000000000005,-1.486000000000001,-1.4520000000000006,-1.4730000000000005,2115000,0.33025
-3.066000000000001,156.0,-1.0140000000000005,-1.0040000000000004,-1.0480000000000005,-1.485000000000001,-1.4400000000000008,-1.4660000000000006,2130000,0.3255
-3.1320000000000014,156.0,-1.1220000000000006,-1.0220000000000005,-0.9880000000000007,-0.6650000000000003,-1.4460000000000006,-1.4610000000000007,2145000,0.32075
-3.098000000000001,156.0,-1.0980000000000003,-0.9700000000000004,-1.0300000000000007,-0.8510000000000002,-1.4460000000000008,-1.4540000000000008,2160000,0.316
-3.1620000000000013,156.0,-1.1040000000000005,-1.0280000000000002,-1.0300000000000005,-0.084,-1.4370000000000007,-0.7540000000000002,2175000,0.31124999999999997
-3.128000000000001,156.0,-1.0680000000000003,-0.9760000000000003,-1.0840000000000003,-1.4680000000000009,-1.4580000000000006,-1.455000000000001,2190000,0.3065
-3.038000000000001,156.0,-1.0260000000000005,-1.0320000000000005,-0.9800000000000004,-1.4790000000000012,-1.4340000000000006,-0.07100000000000002,2205000,0.30174999999999996
-3.1960000000000024,156.0,-1.0800000000000005,-1.0600000000000005,-1.0560000000000005,-0.8870000000000005,-1.4640000000000009,-1.4720000000000009,2220000,0.297
-2.9500000000000015,156.0,-0.9960000000000004,-0.9620000000000004,-0.9920000000000005,-1.4870000000000012,-1.4490000000000007,-1.477000000000001,2235000,0.29225
-3.0540000000000016,156.0,-1.0320000000000005,-1.0060000000000004,-1.0160000000000005,-1.462000000000001,-0.06,-0.7040000000000003,2250000,0.2875
-3.1200000000000014,156.0,-1.0380000000000005,-0.9740000000000002,-1.1080000000000005,-0.036000000000000004,-1.4460000000000006,-0.036000000000000004,2265000,0.28275
-2.9920000000000018,156.0,-1.0620000000000005,-0.9360000000000003,-0.9940000000000004,-0.049,-1.4580000000000006,-0.8080000000000004,2280000,0.27799999999999997
-3.2880000000000016,156.0,-1.0500000000000005,-1.0840000000000003,-1.1540000000000004,-1.4790000000000012,-1.4460000000000006,-0.7250000000000003,2295000,0.27325
-3.0520000000000014,156.0,-1.0620000000000005,-1.0120000000000005,-0.9780000000000004,-1.462000000000001,-1.4490000000000007,-1.4850000000000008,2310000,0.26849999999999996
-3.0640000000000014,156.0,-1.1280000000000008,-0.8680000000000003,-1.0680000000000005,-0.06000000000000001,-0.072,-0.7970000000000003,2325000,0.26375
-3.0640000000000014,156.0,-1.0440000000000005,-1.0300000000000002,-0.9900000000000004,-1.4970000000000012,-0.036,-0.7820000000000003,2340000,0.25899999999999995
-3.0780000000000016,156.0,-1.0080000000000005,-1.0320000000000005,-1.0380000000000007,-1.492000000000001,-0.06599999999999999,-0.7670000000000001,2355000,0.25425
-3.0960000000000014,156.0,-1.0440000000000005,-1.0180000000000005,-1.0340000000000003,-0.043000000000000003,-0.6960000000000003,-0.8050000000000003,2370000,0.24949999999999994
-3.0980000000000016,156.0,-1.0500000000000003,-1.0000000000000004,-1.0480000000000005,-1.4730000000000012,-0.072,-0.065,2385000,0.24474999999999997
-3.208000000000002,156.0,-1.1280000000000006,-1.0460000000000007,-1.0340000000000007,-1.498000000000001,-1.4580000000000006,-1.4660000000000006,2400000,0.23999999999999994
-3.1460000000000017,156.0,-1.0200000000000002,-1.0100000000000005,-1.1160000000000008,-0.7650000000000002,-0.6900000000000002,-0.7070000000000002,2415000,0.23524999999999996
-2.9840000000000013,156.0,-1.0140000000000005,-0.9920000000000003,-0.9780000000000006,-1.4800000000000009,-1.4550000000000005,-1.4600000000000006,2430000,0.23049999999999993
-2.8860000000000015,156.0,-0.9960000000000004,-0.9120000000000003,-0.9780000000000004,-0.7130000000000003,-0.041999999999999996,-1.4600000000000009,2445000,0.22575000000000006
-3.080000000000001,156.0,-1.1460000000000006,-1.0000000000000007,-0.9340000000000005,-0.05800000000000001,-1.4400000000000006,-1.4670000000000007,2460000,0.22100000000000003
-3.054000000000001,156.0,-1.0860000000000005,-0.9600000000000002,-1.0080000000000002,-0.030000000000000006,-0.048,-0.7350000000000002,2475000,0.21625000000000005
-3.046000000000002,156.0,-0.9960000000000002,-1.0300000000000005,-1.0200000000000005,-0.031000000000000007,-0.036,-0.7060000000000002,2490000,0.21150000000000002
-3.1560000000000015,156.0,-1.0920000000000005,-1.0300000000000005,-1.0340000000000003,-0.7130000000000001,-0.041999999999999996,-0.8040000000000003,2505000,0.20675000000000004
-3.0600000000000014,156.0,-1.0560000000000003,-0.9840000000000003,-1.0200000000000007,-0.8380000000000003,-0.066,-0.7640000000000002,2520000,0.202
-3.2140000000000013,156.0,-1.0380000000000005,-1.1180000000000005,-1.0580000000000005,-0.8310000000000004,-1.4340000000000008,-0.7980000000000003,2535000,0.19725000000000004
